产品简称,return2014,成立日期,投资顾问,投资经理
中国龙精选,28.2,2007/6/15,涌峰投资,王庆华
星石18期,28.19,2009/9/16,星石投资,江晖
通泽清风剑,27.98,2013/11/7,通泽投资,贾五涛
第一创业大岩资本量..,27.93,2013/11/1,大岩资本,汪义平
星石17期,27.9,2009/12/3,星石投资,江晖
远策1期,27.89,2009/9/29,远策投资,张益驰
永发一期,27.89,2012/3/29,永发投资,伊发祥
恒瑞一期,27.73,2013/1/15,厦门恒瑞投资,--
汇富3号(远策),27.71,2010/7/21,远策投资,张益驰
冰剑5号,27.61,2013/11/19,冰剑投资,邱凯
资财基金1号,27.57,2013/10/22,资财股权投资,--
华展金丰财源广进1..,27.52,2012/2/22,华展金丰,李丰
六禾财富越秀,27.48,2011/4/13,六禾投资,夏晓辉
美联融通1期,27.46,2007/10/30,美联融通,汪立家
金蕴21期(泓璞1..,27.45,2012/12/25,泓璞资产,杨飞穹
金股典,27.41,2008/3/20,华银精治,--
锐集一号,27.37,2009/5/4,锐集投资,--
金狮153号,27.3,2012/8/16,--,--
光大金控-泰石瑞丰..,27.29,2013/11/25,光大金控,--
建信稳健增值1期,27.27,2010/11/10,星石投资,江晖
东北融升一号,27.26,2013/6/17,东北证券,杨旭东
远策7期,27.24,2010/6/10,远策投资,张益驰
星石21期,27.24,2011/6/20,星石投资,江晖
星石12期,27.19,2009/3/23,星石投资,江晖
先锋6号Ⅱ期,27.07,2011/6/8,东方红,姜荷泽 张锋
富民1期,27.07,2011/3/3,君创富民,童学军
成长组合(鸿道),27.04,2012/4/23,鸿道投资,孙建冬
中国龙精选二,26.98,2008/8/8,涌峰投资,王庆华
源乐晟3-1期,26.96,2011/9/29,源乐晟,曾晓洁
星石14期,26.95,2009/5/25,星石投资,江晖
双赢11期(鼎锋),26.91,2011/8/4,鼎锋资产,张高
成长01号,26.9,2012/3/23,--,--
宏创1期,26.88,2013/5/14,宏创投资,--
光大金控-泰石瑞丰..,26.83,2013/11/25,光大金控,--
融新181号(贝塔..,26.82,2011/6/7,贝塔投资,汤立新
东北证券融通一期,26.8,2011/5/20,东北证券,赵志海 郭来生 许文波
银帆2期,26.79,2011/8/31,银帆投资,--
金泰瑞丰(乾清),26.72,2010/10/12,中金公司,史琳
乐晟精选,26.67,2008/7/8,源乐晟,曾晓洁
星石9期,26.66,2009/3/4,星石投资,江晖
金中和1期,26.6,2008/11/3,金中和投资,刘国平
智信创富2期,26.59,2011/9/19,智信创富,高锦洪
远策11期,26.58,2011/4/21,远策投资,张益驰
明曜启明1期,26.51,2012/12/21,明曜投资,曾昭雄
得利宝至尊10号,26.48,2010/10/2,远策投资,张益驰
中欧瑞博一期,26.45,2008/1/25,中欧瑞博,吴伟志
景良能量1期,26.45,2008/3/4,景良投资,廖黎辉
lighthors..,26.45,2006/10/9,天马资产,康晓阳
星石20期,26.38,2010/8/18,星石投资,江晖
福麟13号(泓湖3..,26.34,2010/6/30,泓湖投资,梁文涛
光大资产权益类B,26.31,2013/1/4,--,--
中国龙增长,26.29,2007/4/30,涌峰投资,王庆华
长金9号,26.28,2011/1/18,长金投资,郑晓军
东方红先锋6号,26.23,2011/3/10,东方红,姜荷泽
汇信-金百合1号,26.2,2013/7/23,金百合财富,--
中国龙增长二,26.12,2007/10/19,涌峰投资,王庆华
宝晟2期,26.09,2011/9/28,--,--
中国龙精选(三),26.07,2013/2/1,涌峰投资,王庆华
国泰君安君享博道精..,25.97,2013/10/21,博道投资,董温婧
聚益1号,25.95,2009/9/28,聚益投资,汤小生
彩瑞五期,25.95,2011/7/29,彩瑞投资,--
星石16期,25.93,2009/7/20,星石投资,江晖
中欧瑞博三期,25.78,2012/4/1,中欧瑞博,吴伟志
精英之星石A,25.64,2009/9/21,星石投资,江晖
远策9期,25.64,2011/2/1,远策投资,张益驰
远策6期,25.63,2010/1/18,远策投资,张益驰
建源财富成长,25.6,2010/1/18,建元天华,赵建光
中风投一号,25.59,2010/4/23,汇鑫诚通,刘志博
悟空盈泰量化1期,25.58,2013/6/25,悟空投资,鲍际刚
泓湖6期,25.57,2010/11/9,泓湖投资,梁文涛
励石一号,25.5,2007/12/28,励石投资,肖世明
尚雅8期,25.43,2010/7/28,尚雅投资,石波 常昊
星石13期,25.39,2009/5/21,星石投资,江晖
新同方,25.37,2007/7/12,新同方,刘迅 王连恒
鼎锋成长3期,25.35,2013/9/13,鼎锋资产,张高
和聚鼎宝1期,25.34,2011/9/29,北京和聚投资,李泽刚
凯石三期A,25.34,2010/1/11,凯石益正资产,程俊豪
彩瑞3期,25.34,2010/8/6,彩瑞投资,--
远策4期,25.31,2009/11/3,远策投资,张益驰
星石3期,25.27,2007/8/27,星石投资,江晖
先机策略精选,25.26,2011/4/11,太和先机,谢勇
精熙成长精选,25.22,2011/8/1,精熙投资,夏宁
金中和1期,25.2,2010/6/4,金中和投资,刘国平
星石2期,25.1,2007/7/30,星石投资,江晖
金海6号,25.09,2013/10/17,--,--
冰冷1期,25.08,2013/11/7,前海冰冷睿恒,何书渊
东方红先锋3号,25.06,2010/7/8,东方红,姜荷泽 林树财
星石6期,25.04,2008/6/30,星石投资,江晖
六禾财富东莞,25.03,2010/12/22,六禾投资,夏晓辉 赵立坚 王志强
星石5期,25.02,2008/4/28,星石投资,江晖
星石1期,25,2007/7/30,星石投资,江晖
泓湖5期,24.99,2010/12/31,泓湖投资,梁文涛
博时2号,24.97,2011/7/1,博时投资,--
星石11期,24.96,2009/3/18,星石投资,江晖
星石4期,24.94,2008/2/2,星石投资,江晖
星石10期,24.91,2009/3/12,星石投资,江晖
国道量化基金一号,24.81,2013/11/18,国道资产,陈如胜
源乐晟6期,24.8,2010/7/28,源乐晟,曾晓洁
源乐晟7期,24.8,2010/10/8,源乐晟,曾晓洁
星石7期,24.76,2008/8/20,星石投资,江晖
远策5期,24.76,2010/2/10,远策投资,张益驰
泓湖1期,24.71,2007/2/16,泓湖投资,梁文涛
明曜精选1期,24.68,2009/6/19,明曜投资,曾昭雄
金蕴12期,24.55,2012/6/4,泽升投资,周小新
混沌2号,24.54,2009/6/22,混沌投资,王歆
世诚投资六号,24.51,2012/12/14,世诚投资,陈家琳
双赢13期(鸿道),24.43,2011/6/10,鸿道投资,孙建冬
瀚信稳健2期,24.41,2010/12/16,瀚信资产,蒋国云
万丰友方避险增值1..,24.41,2009/6/17,万丰友方,陈益和 陈浩青
金蕴28期(神农春..,24.41,2013/1/28,神农投资,--
精选二期A,24.37,2012/2/29,长金投资,郑晓军
蓝之舰2期(远见),24.34,2013/11/18,蓝之舰投资,巫智勇
圆融方德量化对冲基..,24.28,2013/7/8,圆融方德,冉兰
远策3期,24.25,2009/10/20,远策投资,张益驰
七禾言程序零号基金,24.1,2013/12/30,言起投资,言程序
久阳一号,24.08,2012/10/10,久阳资本,胡军程
星石8期,24.08,2009/1/21,星石投资,江晖
鼎泰岩2期,24.04,2013/10/31,鼎泰岩投资,陈晓东
华西神农复兴,23.96,2013/3/21,神农投资,陈宇
金海2号,23.95,2013/8/30,--,--
上善御富风险缓冲2..,23.91,2012/12/25,上善御富,刘鹰
朱雀11期,23.91,2009/12/8,朱雀投资,李华轮
星石22期,23.9,2010/11/23,星石投资,江晖
同瑞汇金1期,23.85,2011/3/7,同瑞汇金,涂刚
金中和6期,23.84,2009/8/20,金中和投资,曾军 王阳
源乐晟3期(富锦2..,23.81,2010/5/28,源乐晟,曾晓洁
恒盈复利增长1号,23.79,2011/7/28,恒盈投资,韩俊刚
融惠1号(品正理翔..,23.71,2013/3/28,品正资产,严小飞
润晖稳健增值,23.65,2010/8/20,润晖资产,闵昱
爱康1号(鼎锋11..,23.61,2011/1/14,鼎锋资产,张高 李霖君
远策2期,23.59,2009/9/29,远策投资,张益驰
源乐晟2期,23.5,2010/1/28,源乐晟,曾晓洁
新宝鸿成长二期,23.48,2013/5/17,新宝鸿投资,--
长金2号,23.48,2008/12/26,长金投资,郑晓军
金牡丹道谊稳健,23.46,2012/8/2,道谊资产,卢柏良
枫景,23.43,2013/1/18,--,--
中国龙价值七,23.32,2008/3/25,涌峰投资,马宏
森瑞独立景气,23.31,2013/8/19,森瑞投资,林存
鼎萨3期,23.31,2013/11/13,鼎萨投资,彭旭
格雷一期,23.28,2011/1/10,格雷投资,张可兴
浙商金惠3号,23.21,2010/12/1,浙商证券资产,陈旻 周良
玖逸一期,23.16,2011/4/7,玖逸投资,战军涛
宏利2期,23.04,2008/6/2,龙赢富泽,童第轶
太阳帆投资,23.01,2011/11/24,裕鼎理财,江伟
得利宝至尊11号,22.97,2010/11/12,朱雀投资,李华轮
昭时风险缓冲4期,22.9,2013/3/1,昭时投资,李云峰
鼎锋8期,22.86,2010/10/8,鼎锋资产,王小刚
美红1号,22.72,2010/10/18,富灵投资,灵犀
菁英时代成长1号,22.69,2009/4/20,菁英时代,陈宏超
智德1期,22.69,2011/3/15,智德投资,伍军
朴石3期,22.69,2013/8/12,朴石投资,罗志祥 向朝勇
久久益,22.69,2013/10/10,久久益资产,--
乾信中国影响力,22.68,2013/3/18,乾信投资,王竖
朱雀10期,22.66,2009/11/12,朱雀投资,李华轮
朱雀9期,22.58,2010/1/7,朱雀投资,李华轮
源乐晟5期,22.55,2010/7/30,源乐晟,曾晓洁
鼎辉1号,22.55,2008/11/28,鼎陶朱辉,段焰伟
鸿道2期,22.5,2010/10/28,鸿道投资,孙建冬
至尊26号,22.47,2011/12/5,汇利资产,何震
得利宝至尊12号,22.46,2010/11/3,星石投资,江晖
国淼一期,22.46,2009/1/23,国淼投资,马泽
京福1号,22.45,2008/9/26,京福资产,陈山
金海1号,22.45,2013/8/28,--,--
汇利优选9期,22.43,2010/10/8,汇利资产,侯逸 何震
鼎锋5期,22.42,2011/2/12,鼎锋资产,李霖君
赑元成长1期,22.36,2008/12/10,赑元资产,宣震
格雷二期,22.32,2011/5/20,格雷投资,张可兴
银河福星1号,22.31,2010/9/21,银河证券,吴春龙 郑锦斐 沈涛 宫德
联合成长1号,22.28,2008/1/3,众禄投资,裴晓岩
瀚信量化对冲2期,22.21,2013/11/28,瀚信资产,蒋国云 李君
尚雅5期,22.17,2009/4/23,尚雅投资,常昊 石波
国泰君安君享富利,22.16,2010/10/27,国泰君安资产,顾颉 徐志敏 唐洁 张骏
昭时二期,22.16,2011/12/25,昭时投资,李云峰
天马量化1期,22.15,2012/3/22,天马资产,康晓阳
金狮182号,22.15,2011/5/20,--,--
谦石2号,22.08,2011/1/30,谦石投资,李追阳
安蕴7期(盈峰成长..,22.07,2013/12/12,盈峰资本,钱晓宇
京福2号,21.94,2009/6/1,京福资产,陈山
金蕴52期(中欧瑞..,21.93,2013/12/9,中欧瑞博,张海地 吴伟志
鸿道1期,21.85,2010/4/8,鸿道投资,孙建冬
神农五福,21.79,2013/9/11,神农投资,陈宇
鼎锋成长一期,21.68,2008/11/4,鼎锋资产,张高
联合成长2号,21.67,2008/2/13,众禄投资,裴晓岩
投资精英之智德A,21.63,2010/4/8,智德投资,伍军
朱雀16期,21.53,2010/8/18,朱雀投资,李华轮
冬泉谷对冲1号,21.37,2013/1/4,冬泉谷投资,李天培
新嘉诚1期,21.33,2011/7/4,--,--
国信证券1期,21.31,2008/2/5,国信证券,李晓峰
鸿道精英1号,21.31,2010/8/9,鸿道投资,--
金泉动量对冲基金,21.31,2013/8/5,哲灵投资,黎松
呈瑞5期,21.3,2011/7/7,呈瑞投资,沈守传 杨类禹
东辉3期,21.27,2013/8/19,东辉投资,艾家文
明曜1期,21.16,2010/4/2,明曜投资,曾昭雄
源乐晟4期,21.13,2010/4/29,源乐晟,曾晓洁
光大集结号混合型一..,21.04,2010/1/28,光大证券资产,谢锋 聂昕 卓致勤
鼎陶朱辉2期,21.04,2010/11/5,鼎陶朱辉,段焰伟
双赢3期(朱雀),21.03,2010/7/22,--,--
鼎锋10期,21.02,2013/6/14,鼎锋资产,张高
鼎锋2期,20.96,2010/4/27,鼎锋资产,张高
先锋1号,20.94,2007/12/17,钧锋投资,童殿琳 陈湘义
安盈1号,20.92,2012/1/13,安盈资产,黄华强 吴为民
源乐晟10期,20.84,2011/2/22,源乐晟,曾晓洁
泽泉财富管家1号,20.65,2013/11/6,泽泉投资,辛宇
神农1期,20.6,2010/7/28,神农投资,陈宇
朱雀12期,20.48,2009/11/23,朱雀投资,王欢
融裕22号(精熙2..,20.41,2010/7/8,精熙投资,夏宁
浙商金惠2号,20.34,2010/11/15,浙商证券资产,耿广棋 刘俊 周良 王翊
长安投资280号(..,20.32,2013/12/27,宁波磐石投资,林峰
瀚信稳健1期,20.31,2010/7/6,瀚信资产,蒋国云
重阳9期,20.31,2011/8/18,重阳投资,裘国根 陈子木
投资精英之朱雀A,20.3,2009/10/10,朱雀投资,李华轮
鼎锋18期,20.29,2013/5/15,鼎锋资产,王小刚
智德持续增长,20.25,2008/6/20,智德投资,伍军
春天1号(上善御富..,20.24,2010/8/9,上善御富,康晓云 刘鹰
久阳二号,20.23,2013/11/15,久阳资本,胡军程
朱雀13期,20.21,2009/12/10,朱雀投资,张延鹏
源乐晟11期,20.2,2011/3/16,源乐晟,曾晓洁
精熙辰龙二期,20.16,2011/4/15,精熙投资,--
达仁通宝2期,20.11,2011/4/27,达仁投资,刘翔
尚雅11期,20,2010/4/23,尚雅投资,常昊 石波
朱雀20期,19.89,2011/3/17,朱雀投资,李华轮
智德二期,19.87,2009/1/22,智德投资,伍军
朱雀17期,19.86,2010/10/8,朱雀投资,时红
金中和东升,19.81,2010/12/8,金中和投资,刘国平
林园2期,19.81,2007/9/17,林园投资,林园
广金昂立,19.8,2013/5/21,广金投资,邹雨露
恒盈1期,19.66,2011/7/1,恒盈投资,韩俊刚
创势翔辉煌,19.64,2013/11/12,创势翔投资,黄平
隐形冠军一期,19.63,2009/5/8,京富融源,李彦炜
道谊稳进,19.47,2013/12/24,道谊资产,卢柏良
致胜1号,19.47,2013/2/4,--,吴舒
招商智远量化对冲,19.44,2013/11/7,招商证券,--
中信证券贵宾1号,19.42,2010/9/28,中信证券,杨喆 张晓亮 胡继光
奕金安一期,19.38,2009/7/27,奕金安投资,靳奕
四相1期,19.28,2013/10/31,四相投资,何普贵
积胜1期,19.27,2009/12/31,积吉胜,张仁才
朱雀14期,19.21,2010/1/5,朱雀投资,李华轮
朱雀19期,19.2,2011/4/21,朱雀投资,李华轮 洪露
金狮155号,19.08,2012/8/16,--,--
浙商金惠引航,19.06,2010/12/27,浙商证券资产,周良 陈旻 芮晨
升阳3期,19.04,2010/11/24,升阳资产,--
理成消费分红(转子..,18.99,2012/8/31,理成资产,程义全
国金慧泉量化专享1..,18.96,2012/12/28,国金证券,--
智德精选3期,18.93,2010/5/13,智德投资,伍军
康曼德001号,18.7,2013/11/18,康曼德资本,--
鼎诺秋实1期,18.64,2009/12/7,鼎诺投资,黄弢
明曜启明2期,18.52,2013/7/2,明曜投资,曾昭雄
高信百诺1期,18.48,2010/11/25,高信百诺,孙威
菁英时代成长2号,18.47,2010/5/28,菁英时代,陈宏超
融新252号第7期,18.46,2012/12/28,国鸣投资,--
浙商金惠海宁钱潮,18.4,2011/3/3,浙商证券资产,周良 耿广棋 刘俊
展博2期,18.29,2010/8/4,展博投资,陈锋 余爱斌
理成转子2号,18.19,2009/7/15,理成资产,程义全
瀚信成长5期,18.14,2010/3/29,瀚信资产,蒋国云
合正普惠1期,18.12,2012/8/3,合正普惠,冯宇辉 许彤
从容医疗3期,17.93,2011/2/11,从容投资,吕俊
上善目标缓冲,17.91,2013/11/13,上善御富,刘鹰
广发丰沃01号,17.87,2012/3/23,--,--
融新252号第2期,17.79,2012/3/23,国鸣投资,--
国泰君安君享朴道一..,17.76,2013/8/22,朴道投资,胡卿瑞
理成风景1号,17.59,2008/9/10,理成资产,程义全
中信证券贵宾7号,17.58,2012/8/23,中信证券,胡继光 杨喆 程伟庆
瀚信经典1期,17.57,2010/6/24,瀚信资产,蒋国云 陈鹏 李君
融泰1号,17.57,2011/7/26,华融泰资产,陈亮
汇利优选10期,17.55,2011/1/31,汇利资产,何震
国信鸿道对冲限额特..,17.55,2012/12/27,鸿道投资,孙建冬
毅扬2期,17.49,2011/9/30,毅扬投资,梁丰 李志嘉
景泰复利回报二期,17.38,2008/1/8,景泰利丰,张英飚
源乐晟8期,17.34,2010/9/30,源乐晟,曾晓洁
长金11号,17.21,2011/6/15,长金投资,郑晓军
伏羲一期,17.1,2012/2/15,伏羲资产,高红兵
银湖领先投资,17.1,2012/2/5,--,--
盛世源,17.05,2013/1/23,盛世源资产,陶欣
君泽利2号,17.03,2012/8/2,君泽利资产,陈志坚
从容成长7期,17.02,2010/10/11,从容投资,吕俊
汇信-普尔1号,16.9,2013/5/6,普尔投资,陈卫荣
鸿道3期,16.89,2010/11/3,鸿道投资,孙建冬
升阳1期,16.83,2010/8/19,升阳资产,--
朱雀4期,16.75,2009/4/15,朱雀投资,梁跃军
天鑫1期,16.75,2013/6/4,鑫鼎盛投资,--
汇信-泓德3号,16.67,2013/11/8,东莞泓德投资,鲍泓
朱雀5期,16.62,2009/5/15,朱雀投资,梁跃军
证研1期,16.57,2009/7/3,证研投资,宋晓辉
汇富17号(隐形冠..,16.36,2010/7/28,京富融源,李彦炜
朱雀15期,16.3,2010/2/9,朱雀投资,梁跃军
朱雀21期,16.28,2012/4/13,朱雀投资,李华轮
朱雀二期A,16.18,2010/7/13,朱雀投资,李华轮
景泰复利回报一期,16.08,2007/9/7,景泰利丰,张英飚
长江二期A,16.07,2009/12/4,涌金投资,刘红海
长金4号,16.07,2009/6/23,长金投资,郑晓军
尚诚,16.01,2007/3/28,尚诚资产,肖华
汇信-泓德2号,15.93,2013/9/29,东莞泓德投资,鲍泓
盈峰新时代1期,15.89,2013/12/2,盈峰资本,宋曦
朱雀7期,15.81,2009/5/18,朱雀投资,梁跃军
玖阳一号,15.8,2011/5/19,玖阳投资,曹素生
长金7号,15.77,2010/8/11,长金投资,郑晓军
呈瑞优势1期,15.75,2011/10/11,呈瑞投资,沈守传
重阳7期,15.7,2011/5/26,重阳投资,裘国根 陈心
凯思博探索一号,15.68,2013/1/8,凯思博,郑方
重阳精选B号,15.66,2011/5/20,重阳投资,裘国根 陈心
中信证券贵宾6号,15.51,2011/10/24,中信证券,胡继光 杨喆 程伟庆
智德精选5期,15.49,2010/8/19,智德投资,伍军
投资精英之重阳A,15.44,2011/11/21,重阳投资,裘国根 陈子木
西域-光华59,15.31,2010/9/2,西域投资,周水江
投资精英之汇利A,15.3,2009/10/26,汇利资产,何震
从容医疗1期,15.26,2010/6/30,从容投资,吕俊
汉和资本1期,15.24,2013/9/10,汉和资本,罗晓春
泓湖2期,15.24,2009/11/24,泓湖投资,梁文涛
龙赢一号,15.11,2010/4/21,龙赢富泽,童第轶
融惠优选2期-2,15.02,2013/10/25,--,--
中信证券贵宾3号,15,2011/4/15,中信证券,胡继光 杨喆 程伟庆
中信证券贵宾5号,14.98,2011/7/18,中信证券,胡继光 何玄文
鼎诺风险缓冲11期,14.94,2013/7/31,鼎诺投资,黄弢
朴道一期,14.88,2011/3/16,朴道投资,胡卿瑞
朱雀8期,14.82,2009/6/1,朱雀投资,陈秋冬
呈瑞4期,14.74,2011/4/27,呈瑞投资,沈守传 杨类禹
中国优质1号,14.72,2008/1/8,鹏远咨询,--
金蕴23期(沛然数..,14.7,2013/2/5,沛然资产,王博民
国道量化基金二号,14.65,2014/1/2,国道资产,陈如胜
金百镕1期,14.63,2009/11/13,金百镕,周枫
景泰复利回报1期,14.56,2010/1/6,景泰利丰,张英飚
毅扬1期,14.47,2010/11/8,毅扬投资,梁丰 郭楷泽
景泰复利回报五期,14.47,2013/8/20,景泰利丰,张英飚
紫晶石(T-020..,14.43,2009/12/11,--,--
菁英时代成长3号,14.41,2010/9/10,菁英时代,陈宏超
呈瑞3期,14.29,2011/4/15,呈瑞投资,沈守传 杨类禹
鼎力价值成长1期,14.18,2011/5/18,鼎力投资,龙苏云 郝继伦 沈浩森
中信证券贵宾8号,14.1,2012/8/2,中信证券,胡继光 杨喆 何玄文
景泰复利回报4期,14.01,2010/12/1,景泰利丰,张英飚
汇利优选,13.99,2008/7/18,汇利资产,何震
汇利优选2期,13.97,2009/3/20,汇利资产,何震
升阳2期,13.96,2010/9/17,升阳资产,--
游消费板块(上信-..,13.89,2010/3/9,国泰基金,--
重阳10期,13.87,2011/8/19,重阳投资,裘国根 陈子木 王晓华
神州铂金1号,13.84,2012/5/7,南京证券,曹建明 王挺秀 苏晋江
东兴金选1号,13.83,2011/4/1,东兴证券,汪乐平 卢洋 靳雪翔
瀚信成长6期,13.83,2010/6/9,瀚信资产,蒋国云
聚益风险缓冲1期,13.81,2012/12/18,聚益投资,汤小生
富锦6号(金中和),13.75,2010/8/30,金中和投资,何滨 曾军
朱雀18期,13.67,2010/9/30,朱雀投资,李华轮
橙色量化1期,13.62,2013/8/21,壮志凌云,--
铭远丝绸之路,13.61,2013/10/10,铭远投资,--
源乐晟9期,13.56,2010/11/5,源乐晟,曾晓洁
瀚信价值2期,13.5,2011/4/29,瀚信资产,蒋国云
信投鼎利1号,13.49,2013/12/10,--,--
金狮116号,13.48,2011/10/21,--,--
博源成长1号,13.42,2010/9/1,博源资产,赵建兴 刘鸿
中金对冲3号,13.33,2013/11/26,中金公司,殷志浩 朱宝臣
汇利优选6期(富锦..,13.28,2010/6/7,汇利资产,周小峰 何震
汇利3期,13.24,2010/6/10,汇利资产,何震
万丰友方稳健成长1..,13.13,2009/6/17,万丰友方,陈益和
汇鑫1号,13.1,2013/4/19,--,--
原生1号,13.09,2013/4/1,--,--
从容医疗2期,13,2010/10/11,从容投资,吕俊
东海精选1号,12.93,2010/7/19,东海证券,王宝舟 梁游 丁颖
从容成长2期,12.89,2009/6/18,从容投资,吕俊
鼎萨1期,12.85,2012/6/11,鼎萨投资,彭旭
融惠优选1期2号,12.82,2012/7/23,民森投资,蔡明
融惠优选1期3号,12.81,2012/7/23,同亿富利,汤勇明
建信稳健增值2期,12.78,2010/11/10,从容投资,吕俊
投资精英之尚雅A,12.75,2010/8/31,尚雅投资,常昊 石波
招商智远稳健4号,12.69,2010/12/24,招商证券,曾琦
展博1期,12.65,2009/6/15,展博投资,陈锋
创金灵活成长1期,12.59,2011/7/5,第一创业,曹春林 苏彦祝 李志锐 刘树祥
国金慧泉量化专享2..,12.41,2013/5/29,国金证券,--
金御安远稳健阿尔法..,12.37,2013/1/30,中金公司,--
裕晋5期,12.35,2013/12/16,裕晋投资,万桦
展博精选B号,12.32,2010/12/29,展博投资,陈锋
展博精选A号,12.32,2010/12/29,展博投资,陈锋
昭时三期,12.26,2012/2/10,昭时投资,李云峰
林园3期,12.24,2007/9/20,林园投资,林园
得利宝至尊8号,12.24,2010/8/16,尚雅投资,石波 常昊
重阳3期,12.22,2009/9/2,重阳投资,陈心 裘国根
从容成长3期,12.14,2009/6/12,从容投资,吕俊
金诚一号,12.12,2011/9/26,--,--
中金对冲1号,12.05,2013/9/27,中金公司,殷志浩 朱宝臣
智德精选6期,12.04,2010/12/9,智德投资,伍军
汇利5期,12.02,2010/5/26,汇利资产,何震
鼎诺风险缓冲10期,11.95,2013/5/3,鼎诺投资,黄弢
东海精选2号,11.94,2011/5/3,东海证券,丁颖 王劲松 曾祥顺
融兴进取2号,11.89,2010/10/20,金汇海,--
合德丰泰,11.8,2008/3/15,合德丰泰,王宇
泽泉景渤财富,11.78,2013/12/2,泽泉投资,辛宇
千华策略一期A,11.68,2011/7/5,千华投资,岳爱民
金御安远稳健阿尔法..,11.66,2013/3/20,中金公司,--
中金对冲5号,11.65,2013/11/26,中金公司,殷志浩 朱宝臣
智博方略快乐人生1..,11.64,2008/3/21,智博方略,白洁
从容优势二期,11.58,2008/4/18,从容投资,吕俊
恩瑞索1期,11.5,2013/7/2,恩瑞索投资,冉华
鼎锋9期,11.5,2013/2/7,鼎锋资产,王小刚
久富1期,11.5,2011/5/10,久富投资,杜运志 姜任飞
大成灵活配置2期,11.46,2008/2/5,大成基金,杨建华
安心成长组合(鸿道..,11.37,2012/11/21,鸿道投资,孙建冬
金御安远稳健阿尔法..,11.36,2013/3/20,中金公司,--
君利稳健收益(龙赢..,11.34,2010/8/16,龙赢富泽,童第轶
鼎锋4号,11.27,2010/8/10,鼎锋资产,王小刚
谦石1号,11.2,2010/10/15,谦石投资,李追阳
长江超越理财量化2..,11.17,2013/9/17,长江证券,秦昌贵
双盈二号,11.15,2011/5/9,双盈企业,--
从容成长1期,11.13,2009/4/8,从容投资,吕俊
化工量化双核心策略,10.98,2010/6/10,外贸信托,费鹏
中金对冲6号,10.95,2013/11/26,中金公司,殷志浩 朱宝臣
信川,10.72,2013/8/1,--,--
广金成长,10.62,2007/12/25,广金投资,刘壮华 梁月广
鑫富越1号,10.59,2012/8/2,鑫富越资产,王国卫
建信积极成长1期,10.57,2011/4/12,从容投资,吕俊
珺容二期,10.56,2013/11/19,珺容投资,毛科技
禾木1号,10.42,2011/9/26,禾木资产,--
永泽PIPE基金1..,10.35,2013/1/30,--,--
积极策略尊享2号,10.33,2009/9/29,华夏基金,--
融惠优选2期-4,10.26,2013/10/25,--,--
汇信-泓德1号,10.14,2013/7/25,东莞泓德投资,鲍泓
从容稳健1期,10.05,2009/5/8,从容投资,吕俊
展博5期,9.99,2012/6/8,展博投资,易晓明 陈锋
重阳目标回报1期,9.72,2011/9/1,重阳投资,裘国根 陈子木
量化2号,9.7,2012/12/31,东方红,龙川 徐习佳
盈峰量化1号,9.58,2013/8/15,盈峰资本,张志峰
鸿道4期,9.54,2011/6/21,鸿道投资,孙建冬
鼎诺目标分红1期,9.52,2013/5/31,鼎诺投资,黄弢
银石3号,9.47,2013/12/4,银石投资,丘海云
重阳8期,9.39,2011/7/1,重阳投资,裘国根 陈心
新价值20期,9.33,2011/1/12,新价值,罗伟广
红宝石(上信-H-..,9.22,2011/1/4,--,--
鼎锋成长量化1期,9.14,2013/10/25,鼎锋资产,李霖君 王俊
鼎力超级成长,9.11,2010/11/11,鼎力投资,郝继伦 沈浩森 龙苏云
从容医疗精选,9.09,2011/3/15,从容投资,吕俊
金源1号,9.08,2010/5/5,长安信托,李莹
丰瑞汇德一号,9.02,2013/6/1,丰瑞汇德,--
隐形冠军3期,8.97,2010/9/3,京富融源,李彦炜
源乐晟策略创新1期,8.87,2011/9/30,源乐晟,曾晓洁
从容优势一期,8.76,2008/4/8,从容投资,吕俊
兆信1期,8.76,2010/5/21,兆信资产,马骏
久富2期,8.73,2013/9/17,久富投资,姜任飞
瑞银财富1号,8.52,2010/11/11,瑞银证券,赖晶铭
从容优势7期,8.51,2010/12/30,从容投资,吕俊
从容稳健3期,8.49,2009/3/25,从容投资,吕俊
从容成长8期,8.44,2010/4/27,从容投资,吕俊
富锦7号(汇利),8.43,2010/8/27,汇利资产,何震
银石2期,8.43,2012/12/20,银石投资,丘海云
金狮154号,8.42,2012/8/10,--,--
世富壹玖创新,8.42,2012/8/27,世富投资,--
宝晟,8.41,2011/9/20,--,--
富锦10期(重阳),8.35,2011/8/4,重阳投资,裘国根
中广添合赢,8.35,2012/10/15,盈峰资本,宋曦
银田1号,8.22,2013/9/27,银田投资,--
君丰1期,8.13,2007/12/20,君丰资本,谢爱龙
鼎泰岩1期,8.07,2011/11/18,鼎泰岩投资,陈晓东
大包巷1号,7.98,2011/9/15,大包巷投资,包周荣
汇信华安1号,7.84,2011/11/30,华安基金,--
从容稳健2期,7.84,2009/3/18,从容投资,吕俊
珺容一期,7.77,2013/4/15,珺容投资,毛科技
融新85号(超盛一..,7.76,2010/11/18,超盛投资,林超航
同威增值4期,7.52,2010/7/16,同威资产,李驰
泰瓴-泰九2期,7.5,2010/10/29,泰瓴资产,文江 张林涛
